Date,Store,Product,Category,Quantity,Unit,Reason,Value_Lost,Notes
2026-04-18,Store A - Downtown,Milk,Dairy,1.6,kg,Expired,2.4,
2026-04-19,Store A - Downtown,Apples,Fresh Produce,0.91,kg,Other,2.27,
2026-04-19,Store A - Downtown,Lettuce,Fresh Produce,7.69,kg,Staff Error,13.84,
2026-04-19,Store A - Downtown,Milk,Dairy,0.97,kg,Damaged,1.46,
2026-04-19,Store A - Downtown,Cheese,Dairy,2.12,kg,Other,10.6,
2026-04-19,Store A - Downtown,Chicken,Meat,1.98,kg,Expired,14.85,
2026-04-20,Store A - Downtown,Lettuce,Fresh Produce,4.8,kg,Quality Issues,8.64,
2026-04-20,Store A - Downtown,Tomatoes,Fresh Produce,5.08,kg,Customer Return,11.18,
2026-04-20,Store A - Downtown,Milk,Dairy,5.12,kg,Other,7.68,
2026-04-20,Store A - Downtown,Cheese,Dairy,5.65,kg,Customer Return,28.25,
2026-04-20,Store A - Downtown,Chicken,Meat,3.87,kg,Customer Return,29.03,
2026-04-21,Store A - Downtown,Bananas,Fresh Produce,1.76,kg,Staff Error,2.11,
2026-04-21,Store A - Downtown,Lettuce,Fresh Produce,5.35,kg,Expired,9.63,
2026-04-21,Store A - Downtown,Tomatoes,Fresh Produce,3.17,kg,Overstock,6.97,
2026-04-21,Store A - Downtown,Yogurt,Dairy,3.8,kg,Overstock,7.6,
2026-04-21,Store A - Downtown,Chicken,Meat,1.51,kg,Damaged,11.32,
2026-04-22,Store A - Downtown,Apples,Fresh Produce,7.61,kg,Customer Return,19.03,
2026-04-22,Store A - Downtown,Lettuce,Fresh Produce,6.04,kg,Staff Error,10.87,
2026-04-22,Store A - Downtown,Tomatoes,Fresh Produce,3.57,kg,Other,7.85,
2026-04-22,Store A - Downtown,Milk,Dairy,2.79,kg,Overstock,4.19,
2026-04-22,Store A - Downtown,Yogurt,Dairy,2.1,kg,Quality Issues,4.2,
2026-04-23,Store A - Downtown,Apples,Fresh Produce,3.45,kg,Other,8.62,
2026-04-23,Store A - Downtown,Bananas,Fresh Produce,1.47,kg,Overstock,1.76,
2026-04-23,Store A - Downtown,Lettuce,Fresh Produce,5.26,kg,Overstock,9.47,
2026-04-23,Store A - Downtown,Milk,Dairy,7.82,kg,Overstock,11.73,
2026-04-23,Store A - Downtown,Cheese,Dairy,1.37,kg,Customer Return,6.85,
2026-04-23,Store A - Downtown,Chicken,Meat,2.17,kg,Expired,16.27,
2026-04-24,Store A - Downtown,Milk,Dairy,4.86,kg,Quality Issues,7.29,
2026-04-24,Store A - Downtown,Cheese,Dairy,1.63,kg,Damaged,8.15,
2026-04-25,Store A - Downtown,Apples,Fresh Produce,5.13,kg,Expired,12.82,
2026-04-25,Store A - Downtown,Tomatoes,Fresh Produce,7.66,kg,Overstock,16.85,
2026-04-25,Store A - Downtown,Milk,Dairy,1.7,kg,Other,2.55,
2026-04-25,Store A - Downtown,Cheese,Dairy,1.23,kg,Expired,6.15,
2026-04-25,Store A - Downtown,Yogurt,Dairy,5.39,kg,Overstock,10.78,
2026-04-26,Store A - Downtown,Bananas,Fresh Produce,1.97,kg,Staff Error,2.36,
2026-04-26,Store A - Downtown,Lettuce,Fresh Produce,5.5,kg,Other,9.9,
2026-04-26,Store A - Downtown,Cheese,Dairy,4.41,kg,Other,22.05,
2026-04-26,Store A - Downtown,Yogurt,Dairy,3.99,kg,Damaged,7.98,
2026-04-27,Store A - Downtown,Apples,Fresh Produce,5.14,kg,Damaged,12.85,
2026-04-27,Store A - Downtown,Bananas,Fresh Produce,0.57,kg,Staff Error,0.68,
2026-04-27,Store A - Downtown,Yogurt,Dairy,6.84,kg,Expired,13.68,
2026-04-27,Store A - Downtown,Chicken,Meat,3.55,kg,Staff Error,26.62,
2026-04-28,Store A - Downtown,Apples,Fresh Produce,1.05,kg,Quality Issues,2.62,
2026-04-28,Store A - Downtown,Bananas,Fresh Produce,4.93,kg,Overstock,5.92,
2026-04-28,Store A - Downtown,Milk,Dairy,3.25,kg,Staff Error,4.88,
2026-04-28,Store A - Downtown,Cheese,Dairy,5.9,kg,Quality Issues,29.5,
2026-04-28,Store A - Downtown,Yogurt,Dairy,7.78,kg,Expired,15.56,
2026-04-29,Store A - Downtown,Bananas,Fresh Produce,5.05,kg,Quality Issues,6.06,
2026-04-29,Store A - Downtown,Lettuce,Fresh Produce,3.38,kg,Other,6.08,
2026-04-29,Store A - Downtown,Milk,Dairy,4.28,kg,Customer Return,6.42,
2026-04-29,Store A - Downtown,Cheese,Dairy,1.68,kg,Other,8.4,
2026-04-29,Store A - Downtown,Chicken,Meat,5.24,kg,Quality Issues,39.3,
2026-04-30,Store A - Downtown,Bananas,Fresh Produce,7.83,kg,Quality Issues,9.4,
2026-04-30,Store A - Downtown,Lettuce,Fresh Produce,1.78,kg,Damaged,3.2,
2026-04-30,Store A - Downtown,Cheese,Dairy,3.28,kg,Staff Error,16.4,
2026-04-30,Store A - Downtown,Chicken,Meat,5.97,kg,Expired,44.77,
2026-05-01,Store A - Downtown,Bananas,Fresh Produce,5.95,kg,Other,7.14,
2026-05-01,Store A - Downtown,Tomatoes,Fresh Produce,3.69,kg,Staff Error,8.12,
2026-05-01,Store A - Downtown,Cheese,Dairy,4.35,kg,Damaged,21.75,
2026-05-01,Store A - Downtown,Yogurt,Dairy,6.22,kg,Other,12.44,
2026-05-01,Store A - Downtown,Chicken,Meat,2.35,kg,Quality Issues,17.62,
2026-05-02,Store A - Downtown,Lettuce,Fresh Produce,5.47,kg,Quality Issues,9.85,
2026-05-02,Store A - Downtown,Tomatoes,Fresh Produce,3.37,kg,Overstock,7.41,
2026-05-02,Store A - Downtown,Milk,Dairy,3.49,kg,Overstock,5.24,
2026-05-03,Store A - Downtown,Apples,Fresh Produce,6.87,kg,Quality Issues,17.18,
2026-05-03,Store A - Downtown,Bananas,Fresh Produce,6.27,kg,Overstock,7.52,
2026-05-03,Store A - Downtown,Tomatoes,Fresh Produce,6.26,kg,Quality Issues,13.77,
2026-05-03,Store A - Downtown,Milk,Dairy,4.96,kg,Customer Return,7.44,
2026-05-03,Store A - Downtown,Cheese,Dairy,6.32,kg,Overstock,31.6,
2026-05-04,Store A - Downtown,Apples,Fresh Produce,6.33,kg,Customer Return,15.82,
2026-05-04,Store A - Downtown,Bananas,Fresh Produce,4.33,kg,Quality Issues,5.2,
2026-05-04,Store A - Downtown,Tomatoes,Fresh Produce,3.75,kg,Customer Return,8.25,
2026-05-04,Store A - Downtown,Cheese,Dairy,6.56,kg,Damaged,32.8,
2026-05-04,Store A - Downtown,Chicken,Meat,5.44,kg,Expired,40.8,
2026-05-05,Store A - Downtown,Apples,Fresh Produce,0.82,kg,Expired,2.05,
2026-05-05,Store A - Downtown,Tomatoes,Fresh Produce,1.63,kg,Customer Return,3.59,
2026-05-05,Store A - Downtown,Milk,Dairy,4.22,kg,Other,6.33,
2026-05-05,Store A - Downtown,Yogurt,Dairy,6.11,kg,Damaged,12.22,
2026-05-05,Store A - Downtown,Chicken,Meat,5.65,kg,Other,42.38,
2026-05-06,Store A - Downtown,Apples,Fresh Produce,4.47,kg,Customer Return,11.17,
2026-05-06,Store A - Downtown,Tomatoes,Fresh Produce,2.07,kg,Staff Error,4.55,
2026-05-06,Store A - Downtown,Cheese,Dairy,6.95,kg,Other,34.75,
2026-02-06,Store B - Mall,Bananas,Fresh Produce,5.21,kg,Damaged,6.25,
2026-02-06,Store B - Mall,Lettuce,Fresh Produce,2.3,kg,Overstock,4.14,
2026-02-06,Store B - Mall,Tomatoes,Fresh Produce,1.31,kg,Expired,2.88,
2026-02-06,Store B - Mall,Milk,Dairy,2.09,kg,Overstock,3.13,
2026-02-06,Store B - Mall,Cheese,Dairy,1.28,kg,Overstock,6.4,
2026-02-06,Store B - Mall,Yogurt,Dairy,1.02,kg,Quality Issues,2.04,
2026-02-06,Store B - Mall,Chicken,Meat,3.07,kg,Overstock,23.02,
2026-02-07,Store B - Mall,Bananas,Fresh Produce,2.81,kg,Quality Issues,3.37,
2026-02-07,Store B - Mall,Lettuce,Fresh Produce,6.14,kg,Damaged,11.05,
2026-02-07,Store B - Mall,Tomatoes,Fresh Produce,4.09,kg,Quality Issues,9.0,
2026-02-07,Store B - Mall,Chicken,Meat,3.53,kg,Staff Error,26.47,
2026-02-08,Store B - Mall,Bananas,Fresh Produce,5.55,kg,Quality Issues,6.66,
2026-02-08,Store B - Mall,Milk,Dairy,4.48,kg,Quality Issues,6.72,
2026-02-08,Store B - Mall,Chicken,Meat,4.56,kg,Expired,34.2,
2026-02-10,Store B - Mall,Yogurt,Dairy,2.52,kg,Customer Return,5.04,
2026-02-11,Store B - Mall,Apples,Fresh Produce,1.74,kg,Customer Return,4.35,
2026-02-11,Store B - Mall,Bananas,Fresh Produce,6.52,kg,Overstock,7.82,
2026-02-11,Store B - Mall,Lettuce,Fresh Produce,4.85,kg,Staff Error,8.73,
2026-02-11,Store B - Mall,Milk,Dairy,1.04,kg,Other,1.56,
2026-02-11,Store B - Mall,Cheese,Dairy,1.95,kg,Quality Issues,9.75,
2026-02-11,Store B - Mall,Yogurt,Dairy,2.4,kg,Quality Issues,4.8,
2026-02-11,Store B - Mall,Chicken,Meat,3.76,kg,Overstock,28.2,
2026-02-12,Store B - Mall,Bananas,Fresh Produce,3.41,kg,Expired,4.09,
2026-02-12,Store B - Mall,Yogurt,Dairy,4.44,kg,Other,8.88,
2026-02-13,Store B - Mall,Bananas,Fresh Produce,5.12,kg,Other,6.14,
2026-02-13,Store B - Mall,Lettuce,Fresh Produce,2.97,kg,Other,5.35,
2026-02-13,Store B - Mall,Milk,Dairy,1.85,kg,Damaged,2.78,
2026-02-13,Store B - Mall,Cheese,Dairy,0.75,kg,Expired,3.75,
2026-02-13,Store B - Mall,Chicken,Meat,7.61,kg,Customer Return,57.08,
2026-02-14,Store B - Mall,Apples,Fresh Produce,1.39,kg,Staff Error,3.47,
2026-02-14,Store B - Mall,Lettuce,Fresh Produce,1.11,kg,Expired,2.0,
2026-02-14,Store B - Mall,Cheese,Dairy,7.91,kg,Expired,39.55,
2026-02-14,Store B - Mall,Chicken,Meat,0.57,kg,Staff Error,4.27,
2026-02-15,Store B - Mall,Apples,Fresh Produce,7.76,kg,Quality Issues,19.4,
2026-02-15,Store B - Mall,Bananas,Fresh Produce,2.15,kg,Overstock,2.58,
2026-02-15,Store B - Mall,Tomatoes,Fresh Produce,6.67,kg,Customer Return,14.67,
2026-02-15,Store B - Mall,Milk,Dairy,6.07,kg,Customer Return,9.11,
2026-02-15,Store B - Mall,Cheese,Dairy,5.66,kg,Expired,28.3,
2026-02-16,Store B - Mall,Apples,Fresh Produce,6.52,kg,Expired,16.3,
2026-02-16,Store B - Mall,Lettuce,Fresh Produce,3.95,kg,Expired,7.11,
2026-02-16,Store B - Mall,Milk,Dairy,2.87,kg,Overstock,4.3,
2026-02-16,Store B - Mall,Cheese,Dairy,3.83,kg,Customer Return,19.15,
2026-02-17,Store B - Mall,Apples,Fresh Produce,3.88,kg,Other,9.7,
2026-02-17,Store B - Mall,Bananas,Fresh Produce,2.71,kg,Staff Error,3.25,
2026-02-17,Store B - Mall,Lettuce,Fresh Produce,5.63,kg,Expired,10.13,
2026-02-17,Store B - Mall,Tomatoes,Fresh Produce,6.59,kg,Overstock,14.5,
2026-02-17,Store B - Mall,Milk,Dairy,1.19,kg,Other,1.78,
2026-02-17,Store B - Mall,Yogurt,Dairy,1.17,kg,Overstock,2.34,
2026-02-17,Store B - Mall,Chicken,Meat,1.19,kg,Quality Issues,8.92,
2026-02-18,Store B - Mall,Apples,Fresh Produce,2.09,kg,Quality Issues,5.22,
2026-02-18,Store B - Mall,Bananas,Fresh Produce,5.96,kg,Other,7.15,
2026-02-18,Store B - Mall,Cheese,Dairy,0.81,kg,Damaged,4.05,
2026-02-18,Store B - Mall,Yogurt,Dairy,1.17,kg,Expired,2.34,
2026-02-19,Store B - Mall,Apples,Fresh Produce,4.19,kg,Quality Issues,10.48,
2026-02-19,Store B - Mall,Bananas,Fresh Produce,6.66,kg,Expired,7.99,
2026-02-19,Store B - Mall,Lettuce,Fresh Produce,1.91,kg,Expired,3.44,
2026-02-19,Store B - Mall,Cheese,Dairy,6.66,kg,Quality Issues,33.3,
2026-02-19,Store B - Mall,Yogurt,Dairy,1.16,kg,Expired,2.32,
2026-02-19,Store B - Mall,Chicken,Meat,2.72,kg,Damaged,20.4,
2026-02-20,Store B - Mall,Apples,Fresh Produce,6.62,kg,Quality Issues,16.55,
2026-02-20,Store B - Mall,Lettuce,Fresh Produce,3.36,kg,Overstock,6.05,
2026-02-20,Store B - Mall,Milk,Dairy,3.64,kg,Expired,5.46,
2026-02-20,Store B - Mall,Cheese,Dairy,5.28,kg,Other,26.4,
2026-02-20,Store B - Mall,Chicken,Meat,6.1,kg,Damaged,45.75,
2026-02-21,Store B - Mall,Bananas,Fresh Produce,1.76,kg,Expired,2.11,
2026-02-21,Store B - Mall,Milk,Dairy,4.2,kg,Expired,6.3,
2026-02-21,Store B - Mall,Cheese,Dairy,3.25,kg,Damaged,16.25,
2026-02-22,Store B - Mall,Bananas,Fresh Produce,1.8,kg,Expired,2.16,
2026-02-22,Store B - Mall,Lettuce,Fresh Produce,1.07,kg,Customer Return,1.93,
2026-02-22,Store B - Mall,Tomatoes,Fresh Produce,2.18,kg,Quality Issues,4.8,
2026-02-22,Store B - Mall,Chicken,Meat,3.43,kg,Staff Error,25.73,
2026-02-23,Store B - Mall,Bananas,Fresh Produce,4.98,kg,Expired,5.98,
2026-02-23,Store B - Mall,Tomatoes,Fresh Produce,1.22,kg,Quality Issues,2.68,
2026-02-23,Store B - Mall,Cheese,Dairy,4.73,kg,Other,23.65,
2026-02-23,Store B - Mall,Chicken,Meat,7.21,kg,Overstock,54.08,
2026-02-24,Store B - Mall,Apples,Fresh Produce,3.99,kg,Quality Issues,9.98,
2026-02-24,Store B - Mall,Bananas,Fresh Produce,7.68,kg,Other,9.22,
2026-02-24,Store B - Mall,Lettuce,Fresh Produce,3.22,kg,Expired,5.8,
2026-02-24,Store B - Mall,Milk,Dairy,4.34,kg,Damaged,6.51,
2026-02-24,Store B - Mall,Chicken,Meat,6.22,kg,Other,46.65,
2026-02-25,Store B - Mall,Lettuce,Fresh Produce,7.11,kg,Quality Issues,12.8,
2026-02-25,Store B - Mall,Milk,Dairy,6.0,kg,Overstock,9.0,
2026-02-25,Store B - Mall,Cheese,Dairy,7.31,kg,Expired,36.55,
2026-02-25,Store B - Mall,Yogurt,Dairy,6.5,kg,Overstock,13.0,
2026-02-26,Store B - Mall,Apples,Fresh Produce,0.74,kg,Expired,1.85,
2026-02-26,Store B - Mall,Bananas,Fresh Produce,2.33,kg,Overstock,2.8,
2026-02-26,Store B - Mall,Lettuce,Fresh Produce,7.44,kg,Expired,13.39,
2026-02-26,Store B - Mall,Milk,Dairy,6.71,kg,Staff Error,10.06,
2026-02-26,Store B - Mall,Cheese,Dairy,4.82,kg,Customer Return,24.1,
2026-02-26,Store B - Mall,Yogurt,Dairy,2.33,kg,Staff Error,4.66,
2026-02-26,Store B - Mall,Chicken,Meat,0.94,kg,Damaged,7.05,
2026-02-27,Store B - Mall,Apples,Fresh Produce,2.9,kg,Quality Issues,7.25,
2026-02-27,Store B - Mall,Bananas,Fresh Produce,7.66,kg,Quality Issues,9.19,
2026-02-27,Store B - Mall,Yogurt,Dairy,1.85,kg,Expired,3.7,
2026-02-28,Store B - Mall,Bananas,Fresh Produce,2.57,kg,Overstock,3.08,
2026-02-28,Store B - Mall,Lettuce,Fresh Produce,6.61,kg,Overstock,11.9,
2026-02-28,Store B - Mall,Milk,Dairy,0.68,kg,Damaged,1.02,
2026-02-28,Store B - Mall,Yogurt,Dairy,3.19,kg,Damaged,6.38,
2026-03-01,Store B - Mall,Apples,Fresh Produce,7.75,kg,Staff Error,19.38,
2026-03-01,Store B - Mall,Bananas,Fresh Produce,3.75,kg,Customer Return,4.5,
2026-03-01,Store B - Mall,Tomatoes,Fresh Produce,1.69,kg,Other,3.72,
2026-03-01,Store B - Mall,Milk,Dairy,3.25,kg,Damaged,4.88,
2026-03-01,Store B - Mall,Chicken,Meat,1.25,kg,Expired,9.38,
2026-03-02,Store B - Mall,Apples,Fresh Produce,4.11,kg,Other,10.28,
2026-03-02,Store B - Mall,Milk,Dairy,4.46,kg,Other,6.69,
2026-03-02,Store B - Mall,Cheese,Dairy,4.43,kg,Damaged,22.15,
2026-03-02,Store B - Mall,Chicken,Meat,6.34,kg,Other,47.55,
2026-03-03,Store B - Mall,Tomatoes,Fresh Produce,2.36,kg,Customer Return,5.19,
2026-03-03,Store B - Mall,Cheese,Dairy,1.91,kg,Staff Error,9.55,
2026-03-03,Store B - Mall,Chicken,Meat,2.52,kg,Customer Return,18.9,
2026-03-04,Store B - Mall,Apples,Fresh Produce,2.16,kg,Customer Return,5.4,
2026-03-04,Store B - Mall,Bananas,Fresh Produce,4.3,kg,Other,5.16,
2026-03-04,Store B - Mall,Lettuce,Fresh Produce,4.24,kg,Overstock,7.63,
2026-03-04,Store B - Mall,Tomatoes,Fresh Produce,5.23,kg,Quality Issues,11.51,
2026-03-04,Store B - Mall,Cheese,Dairy,5.63,kg,Other,28.15,
2026-03-04,Store B - Mall,Yogurt,Dairy,5.15,kg,Customer Return,10.3,
2026-03-04,Store B - Mall,Chicken,Meat,0.86,kg,Other,6.45,
2026-03-05,Store B - Mall,Bananas,Fresh Produce,3.8,kg,Expired,4.56,
2026-03-05,Store B - Mall,Lettuce,Fresh Produce,3.19,kg,Expired,5.74,
2026-03-05,Store B - Mall,Tomatoes,Fresh Produce,5.38,kg,Other,11.84,
2026-03-05,Store B - Mall,Milk,Dairy,3.12,kg,Staff Error,4.68,
2026-03-05,Store B - Mall,Yogurt,Dairy,2.95,kg,Overstock,5.9,
2026-03-06,Store B - Mall,Apples,Fresh Produce,1.46,kg,Expired,3.65,
2026-03-06,Store B - Mall,Bananas,Fresh Produce,6.7,kg,Other,8.04,
2026-03-06,Store B - Mall,Lettuce,Fresh Produce,1.62,kg,Staff Error,2.92,
2026-03-06,Store B - Mall,Tomatoes,Fresh Produce,1.17,kg,Other,2.57,
2026-03-06,Store B - Mall,Milk,Dairy,2.99,kg,Damaged,4.49,
2026-03-06,Store B - Mall,Cheese,Dairy,5.27,kg,Expired,26.35,
2026-03-06,Store B - Mall,Yogurt,Dairy,6.13,kg,Quality Issues,12.26,
2026-03-06,Store B - Mall,Chicken,Meat,2.83,kg,Other,21.23,
2026-03-07,Store B - Mall,Lettuce,Fresh Produce,7.04,kg,Overstock,12.67,
2026-03-07,Store B - Mall,Chicken,Meat,7.88,kg,Expired,59.1,
2026-03-08,Store B - Mall,Bananas,Fresh Produce,5.8,kg,Customer Return,6.96,
2026-03-08,Store B - Mall,Tomatoes,Fresh Produce,7.49,kg,Damaged,16.48,
2026-03-09,Store B - Mall,Apples,Fresh Produce,4.66,kg,Other,11.65,
2026-03-09,Store B - Mall,Milk,Dairy,6.23,kg,Other,9.35,
2026-03-09,Store B - Mall,Cheese,Dairy,2.9,kg,Staff Error,14.5,
2026-03-09,Store B - Mall,Yogurt,Dairy,6.38,kg,Customer Return,12.76,
2026-03-09,Store B - Mall,Chicken,Meat,7.81,kg,Other,58.57,
2026-03-10,Store B - Mall,Bananas,Fresh Produce,4.36,kg,Expired,5.23,
2026-03-10,Store B - Mall,Lettuce,Fresh Produce,7.45,kg,Damaged,13.41,
2026-03-10,Store B - Mall,Milk,Dairy,2.33,kg,Staff Error,3.5,
2026-03-10,Store B - Mall,Cheese,Dairy,3.3,kg,Overstock,16.5,
2026-03-10,Store B - Mall,Yogurt,Dairy,3.6,kg,Other,7.2,
2026-03-11,Store B - Mall,Bananas,Fresh Produce,0.78,kg,Customer Return,0.94,
2026-03-11,Store B - Mall,Lettuce,Fresh Produce,4.86,kg,Other,8.75,
2026-03-11,Store B - Mall,Tomatoes,Fresh Produce,7.38,kg,Other,16.24,
2026-03-11,Store B - Mall,Milk,Dairy,4.55,kg,Quality Issues,6.82,
2026-03-11,Store B - Mall,Cheese,Dairy,4.42,kg,Quality Issues,22.1,
2026-03-12,Store B - Mall,Apples,Fresh Produce,7.69,kg,Overstock,19.23,
2026-03-12,Store B - Mall,Lettuce,Fresh Produce,1.82,kg,Overstock,3.28,
2026-03-12,Store B - Mall,Milk,Dairy,2.57,kg,Customer Return,3.85,
2026-03-13,Store B - Mall,Apples,Fresh Produce,2.45,kg,Expired,6.12,
2026-03-13,Store B - Mall,Bananas,Fresh Produce,6.77,kg,Damaged,8.12,
2026-03-13,Store B - Mall,Lettuce,Fresh Produce,7.58,kg,Other,13.64,
2026-03-13,Store B - Mall,Tomatoes,Fresh Produce,4.98,kg,Damaged,10.96,
2026-03-13,Store B - Mall,Milk,Dairy,6.93,kg,Other,10.39,
2026-03-14,Store B - Mall,Apples,Fresh Produce,6.33,kg,Quality Issues,15.82,
2026-03-14,Store B - Mall,Bananas,Fresh Produce,5.68,kg,Staff Error,6.82,
2026-03-14,Store B - Mall,Tomatoes,Fresh Produce,6.87,kg,Expired,15.11,
2026-03-14,Store B - Mall,Cheese,Dairy,2.96,kg,Expired,14.8,
2026-03-14,Store B - Mall,Chicken,Meat,2.7,kg,Staff Error,20.25,
2026-03-15,Store B - Mall,Bananas,Fresh Produce,6.11,kg,Expired,7.33,
2026-03-15,Store B - Mall,Lettuce,Fresh Produce,4.87,kg,Quality Issues,8.77,
2026-03-15,Store B - Mall,Milk,Dairy,4.45,kg,Overstock,6.68,
2026-03-16,Store B - Mall,Apples,Fresh Produce,3.84,kg,Damaged,9.6,
2026-03-16,Store B - Mall,Bananas,Fresh Produce,4.14,kg,Customer Return,4.97,
2026-03-16,Store B - Mall,Lettuce,Fresh Produce,2.83,kg,Expired,5.09,
2026-03-16,Store B - Mall,Cheese,Dairy,6.38,kg,Overstock,31.9,
2026-03-16,Store B - Mall,Yogurt,Dairy,3.95,kg,Quality Issues,7.9,
2026-03-16,Store B - Mall,Chicken,Meat,5.31,kg,Quality Issues,39.82,
2026-03-17,Store B - Mall,Lettuce,Fresh Produce,2.82,kg,Quality Issues,5.08,
2026-03-17,Store B - Mall,Cheese,Dairy,6.27,kg,Customer Return,31.35,
2026-03-17,Store B - Mall,Chicken,Meat,6.14,kg,Customer Return,46.05,
2026-03-18,Store B - Mall,Bananas,Fresh Produce,3.21,kg,Overstock,3.85,
2026-03-18,Store B - Mall,Lettuce,Fresh Produce,4.85,kg,Customer Return,8.73,
2026-03-18,Store B - Mall,Tomatoes,Fresh Produce,6.07,kg,Overstock,13.35,
2026-03-18,Store B - Mall,Cheese,Dairy,2.76,kg,Other,13.8,
2026-03-18,Store B - Mall,Chicken,Meat,6.73,kg,Quality Issues,50.48,
2026-03-19,Store B - Mall,Bananas,Fresh Produce,1.71,kg,Staff Error,2.05,
2026-03-19,Store B - Mall,Lettuce,Fresh Produce,2.15,kg,Customer Return,3.87,
2026-03-19,Store B - Mall,Tomatoes,Fresh Produce,2.26,kg,Overstock,4.97,
2026-03-19,Store B - Mall,Milk,Dairy,7.23,kg,Quality Issues,10.85,
2026-03-19,Store B - Mall,Yogurt,Dairy,5.91,kg,Expired,11.82,
2026-03-20,Store B - Mall,Apples,Fresh Produce,5.74,kg,Overstock,14.35,
2026-03-20,Store B - Mall,Milk,Dairy,7.28,kg,Expired,10.92,
2026-03-21,Store B - Mall,Apples,Fresh Produce,6.37,kg,Expired,15.93,
2026-03-21,Store B - Mall,Lettuce,Fresh Produce,1.66,kg,Expired,2.99,
2026-03-21,Store B - Mall,Milk,Dairy,4.84,kg,Customer Return,7.26,
2026-03-21,Store B - Mall,Cheese,Dairy,2.95,kg,Expired,14.75,
2026-03-21,Store B - Mall,Yogurt,Dairy,4.37,kg,Staff Error,8.74,
2026-03-21,Store B - Mall,Chicken,Meat,6.76,kg,Other,50.7,
2026-03-22,Store B - Mall,Bananas,Fresh Produce,5.27,kg,Expired,6.32,
2026-03-22,Store B - Mall,Tomatoes,Fresh Produce,7.92,kg,Customer Return,17.42,
2026-03-22,Store B - Mall,Milk,Dairy,5.21,kg,Staff Error,7.81,
2026-03-22,Store B - Mall,Chicken,Meat,6.24,kg,Customer Return,46.8,
2026-03-23,Store B - Mall,Lettuce,Fresh Produce,2.44,kg,Quality Issues,4.39,
2026-03-23,Store B - Mall,Milk,Dairy,1.29,kg,Overstock,1.94,
2026-03-23,Store B - Mall,Yogurt,Dairy,6.24,kg,Damaged,12.48,
2026-03-23,Store B - Mall,Chicken,Meat,3.75,kg,Expired,28.12,
2026-03-24,Store B - Mall,Apples,Fresh Produce,0.59,kg,Other,1.47,
2026-03-24,Store B - Mall,Bananas,Fresh Produce,6.66,kg,Other,7.99,
2026-03-24,Store B - Mall,Lettuce,Fresh Produce,6.81,kg,Overstock,12.26,
2026-03-24,Store B - Mall,Tomatoes,Fresh Produce,7.46,kg,Overstock,16.41,
2026-03-24,Store B - Mall,Milk,Dairy,5.74,kg,Other,8.61,
2026-03-24,Store B - Mall,Cheese,Dairy,4.05,kg,Customer Return,20.25,
2026-03-24,Store B - Mall,Yogurt,Dairy,2.28,kg,Overstock,4.56,
2026-03-24,Store B - Mall,Chicken,Meat,1.11,kg,Staff Error,8.33,
2026-03-25,Store B - Mall,Bananas,Fresh Produce,7.41,kg,Expired,8.89,
2026-03-25,Store B - Mall,Lettuce,Fresh Produce,7.33,kg,Other,13.19,
2026-03-25,Store B - Mall,Cheese,Dairy,3.96,kg,Expired,19.8,
2026-03-25,Store B - Mall,Chicken,Meat,6.42,kg,Damaged,48.15,
2026-03-26,Store B - Mall,Bananas,Fresh Produce,6.72,kg,Staff Error,8.06,
2026-03-26,Store B - Mall,Lettuce,Fresh Produce,5.24,kg,Overstock,9.43,
2026-03-26,Store B - Mall,Cheese,Dairy,5.83,kg,Customer Return,29.15,
2026-03-26,Store B - Mall,Chicken,Meat,5.71,kg,Overstock,42.83,
2026-03-27,Store B - Mall,Bananas,Fresh Produce,2.81,kg,Overstock,3.37,
2026-03-27,Store B - Mall,Milk,Dairy,2.0,kg,Overstock,3.0,
2026-03-27,Store B - Mall,Cheese,Dairy,2.41,kg,Staff Error,12.05,
2026-03-28,Store B - Mall,Apples,Fresh Produce,4.83,kg,Other,12.07,
2026-03-28,Store B - Mall,Tomatoes,Fresh Produce,1.61,kg,Other,3.54,
2026-03-28,Store B - Mall,Yogurt,Dairy,3.21,kg,Staff Error,6.42,
2026-03-29,Store B - Mall,Apples,Fresh Produce,1.4,kg,Quality Issues,3.5,
2026-03-29,Store B - Mall,Bananas,Fresh Produce,2.92,kg,Damaged,3.5,
2026-03-29,Store B - Mall,Tomatoes,Fresh Produce,5.98,kg,Overstock,13.16,
2026-03-29,Store B - Mall,Milk,Dairy,2.82,kg,Staff Error,4.23,
2026-03-29,Store B - Mall,Cheese,Dairy,2.15,kg,Expired,10.75,
2026-03-29,Store B - Mall,Yogurt,Dairy,7.3,kg,Other,14.6,
2026-03-30,Store B - Mall,Apples,Fresh Produce,5.66,kg,Staff Error,14.15,
2026-03-30,Store B - Mall,Bananas,Fresh Produce,6.95,kg,Expired,8.34,
2026-03-30,Store B - Mall,Lettuce,Fresh Produce,6.13,kg,Staff Error,11.03,
2026-03-30,Store B - Mall,Tomatoes,Fresh Produce,0.94,kg,Staff Error,2.07,
2026-03-30,Store B - Mall,Yogurt,Dairy,3.83,kg,Damaged,7.66,
2026-03-31,Store B - Mall,Apples,Fresh Produce,4.42,kg,Quality Issues,11.05,
2026-03-31,Store B - Mall,Bananas,Fresh Produce,2.96,kg,Customer Return,3.55,
2026-03-31,Store B - Mall,Lettuce,Fresh Produce,7.24,kg,Quality Issues,13.03,
