Date,Store,Product,Category,Quantity,Unit,Reason,Value_Lost,Notes
2026-05-01,Store A - Downtown,Beef,Meat,4.7,kg,Expired,40.93,
2026-05-02,Store A - Downtown,Yogurt,Dairy,4.13,kg,Damaged,8.4,
2026-05-02,Store A - Downtown,Salmon,Meat,11.08,kg,Overstock,149.08,
2026-05-02,Store A - Downtown,Beef,Meat,2.16,kg,Quality Issues,18.48,
2026-05-02,Store A - Downtown,Cheese,Dairy,4.62,kg,Customer Return,26.8,
2026-05-03,Store A - Downtown,Milk,Dairy,6.52,kg,Overstock,9.72,
2026-05-03,Store A - Downtown,Bananas,Fresh Produce,5.07,kg,Overstock,6.48,
2026-05-03,Store A - Downtown,Salmon,Meat,7.62,kg,Damaged,98.97,
2026-05-04,Store A - Downtown,Cheese,Dairy,1.27,kg,Customer Return,7.27,
2026-05-04,Store A - Downtown,Milk,Dairy,7.99,kg,Quality Issues,14.23,
2026-05-04,Store A - Downtown,Apples,Fresh Produce,3.63,kg,Expired,9.58,
2026-05-04,Store A - Downtown,Salmon,Meat,11.1,kg,Overstock,107.96,
2026-05-04,Store A - Downtown,Beef,Meat,5.54,kg,Quality Issues,53.22,
2026-05-05,Store A - Downtown,Butter,Dairy,1.28,kg,Customer Return,5.16,
2026-05-05,Store A - Downtown,Carrots,Fresh Produce,2.52,kg,Quality Issues,4.22,
2026-05-05,Store A - Downtown,Beef,Meat,2.13,kg,Damaged,18.02,
2026-05-05,Store A - Downtown,Bread,Bakery,10.22,pcs,Overstock,29.91,
2026-05-05,Store A - Downtown,Tomatoes,Fresh Produce,4.08,kg,Overstock,8.81,
2026-05-05,Store A - Downtown,Muffins,Bakery,11.95,pcs,Customer Return,36.22,
2026-05-06,Store A - Downtown,Chicken,Meat,3.61,kg,Damaged,22.34,
2026-05-06,Store A - Downtown,Butter,Dairy,1.39,kg,Damaged,5.69,
2026-05-06,Store A - Downtown,Muffins,Bakery,4.81,pcs,Expired,11.59,
2026-05-06,Store A - Downtown,Bananas,Fresh Produce,2.78,kg,Quality Issues,3.26,
2026-05-06,Store A - Downtown,Beef,Meat,1.59,kg,Staff Error,17.73,
2026-05-06,Store A - Downtown,Salmon,Meat,2.7,kg,Expired,36.93,
2026-02-06,Store B - Mall,Carrots,Fresh Produce,2.3,kg,Overstock,2.76,
2026-02-06,Store B - Mall,Salmon,Meat,3.62,kg,Quality Issues,36.94,
2026-02-06,Store B - Mall,Bananas,Fresh Produce,4.93,kg,Expired,5.0,
2026-02-06,Store B - Mall,Cheese,Dairy,5.1,kg,Expired,25.87,
2026-02-06,Store B - Mall,Yogurt,Dairy,4.31,kg,Expired,9.08,
2026-02-06,Store B - Mall,Butter,Dairy,1.14,kg,Quality Issues,4.47,
2026-02-07,Store B - Mall,Carrots,Fresh Produce,0.39,kg,Expired,0.54,
2026-02-07,Store B - Mall,Chicken,Meat,11.24,kg,Other,72.28,
2026-02-07,Store B - Mall,Muffins,Bakery,11.4,pcs,Overstock,34.18,
2026-02-07,Store B - Mall,Yogurt,Dairy,5.75,kg,Overstock,11.93,
2026-02-07,Store B - Mall,Milk,Dairy,3.7,kg,Expired,6.46,
2026-02-07,Store B - Mall,Salmon,Meat,3.76,kg,Expired,40.9,
2026-02-08,Store B - Mall,Cheese,Dairy,3.77,kg,Damaged,16.29,
2026-02-08,Store B - Mall,Chicken,Meat,4.35,kg,Customer Return,36.28,
2026-02-08,Store B - Mall,Milk,Dairy,6.2,kg,Customer Return,10.49,
2026-02-08,Store B - Mall,Yogurt,Dairy,1.12,kg,Overstock,2.51,
2026-02-08,Store B - Mall,Muffins,Bakery,9.99,pcs,Expired,26.67,
2026-02-09,Store B - Mall,Bananas,Fresh Produce,3.13,kg,Overstock,3.1,
2026-02-09,Store B - Mall,Tomatoes,Fresh Produce,5.52,kg,Quality Issues,14.04,
2026-02-09,Store B - Mall,Butter,Dairy,0.89,kg,Customer Return,3.6,
2026-02-09,Store B - Mall,Salmon,Meat,7.87,kg,Other,84.85,
2026-02-09,Store B - Mall,Milk,Dairy,2.22,kg,Quality Issues,3.32,
2026-02-10,Store B - Mall,Salmon,Meat,2.45,kg,Expired,34.93,
2026-02-10,Store B - Mall,Apples,Fresh Produce,2.05,kg,Quality Issues,4.14,
2026-02-10,Store B - Mall,Milk,Dairy,4.88,kg,Customer Return,6.4,
2026-02-11,Store B - Mall,Chicken,Meat,11.64,kg,Damaged,92.81,
2026-02-11,Store B - Mall,Carrots,Fresh Produce,0.56,kg,Expired,0.83,
2026-02-11,Store B - Mall,Milk,Dairy,8.59,kg,Expired,14.87,
2026-02-11,Store B - Mall,Tomatoes,Fresh Produce,9.7,kg,Overstock,20.99,
2026-02-12,Store B - Mall,Muffins,Bakery,6.64,pcs,Staff Error,23.55,
2026-02-12,Store B - Mall,Oranges,Fresh Produce,0.67,kg,Damaged,1.35,
2026-02-12,Store B - Mall,Salmon,Meat,7.17,kg,Quality Issues,73.69,
2026-02-12,Store B - Mall,Chicken,Meat,8.04,kg,Staff Error,72.28,
2026-02-13,Store B - Mall,Chicken,Meat,7.87,kg,Expired,52.85,
2026-02-13,Store B - Mall,Bananas,Fresh Produce,4.66,kg,Customer Return,5.78,
2026-02-13,Store B - Mall,Lettuce,Fresh Produce,8.94,kg,Overstock,15.4,
2026-02-13,Store B - Mall,Salmon,Meat,1.65,kg,Expired,19.47,
2026-02-13,Store B - Mall,Apples,Fresh Produce,5.68,kg,Expired,15.33,
2026-02-14,Store B - Mall,Carrots,Fresh Produce,1.02,kg,Staff Error,1.6,
2026-02-14,Store B - Mall,Apples,Fresh Produce,3.3,kg,Quality Issues,7.39,
2026-02-15,Store B - Mall,Carrots,Fresh Produce,1.03,kg,Customer Return,1.62,
2026-02-15,Store B - Mall,Butter,Dairy,2.69,kg,Damaged,9.43,
2026-02-15,Store B - Mall,Lettuce,Fresh Produce,10.56,kg,Quality Issues,18.08,
2026-02-15,Store B - Mall,Chicken,Meat,1.74,kg,Customer Return,14.54,
2026-02-15,Store B - Mall,Beef,Meat,2.97,kg,Damaged,26.19,
2026-02-15,Store B - Mall,Muffins,Bakery,5.83,pcs,Expired,15.47,
2026-02-16,Store B - Mall,Tomatoes,Fresh Produce,10.05,kg,Damaged,18.31,
2026-02-16,Store B - Mall,Carrots,Fresh Produce,1.21,kg,Expired,1.96,
2026-02-17,Store B - Mall,Oranges,Fresh Produce,4.43,kg,Damaged,7.34,
2026-02-17,Store B - Mall,Carrots,Fresh Produce,2.18,kg,Overstock,2.91,
2026-02-17,Store B - Mall,Lettuce,Fresh Produce,11.52,kg,Expired,22.69,
2026-02-17,Store B - Mall,Bananas,Fresh Produce,11.67,kg,Expired,16.31,
2026-02-17,Store B - Mall,Bread,Bakery,10.18,pcs,Quality Issues,33.68,
2026-02-17,Store B - Mall,Beef,Meat,4.1,kg,Damaged,43.88,
2026-02-18,Store B - Mall,Bananas,Fresh Produce,11.74,kg,Expired,14.49,
2026-02-18,Store B - Mall,Chicken,Meat,7.55,kg,Expired,58.47,
2026-02-18,Store B - Mall,Milk,Dairy,5.31,kg,Staff Error,7.19,
2026-02-18,Store B - Mall,Bread,Bakery,10.27,pcs,Customer Return,31.47,
2026-02-18,Store B - Mall,Butter,Dairy,0.8,kg,Expired,3.33,
2026-02-18,Store B - Mall,Tomatoes,Fresh Produce,2.3,kg,Expired,6.03,
2026-02-19,Store B - Mall,Chicken,Meat,10.33,kg,Expired,67.95,
2026-02-19,Store B - Mall,Oranges,Fresh Produce,0.56,kg,Overstock,1.03,
2026-02-19,Store B - Mall,Muffins,Bakery,10.57,pcs,Expired,27.29,
2026-02-19,Store B - Mall,Bread,Bakery,11.58,pcs,Staff Error,34.82,
2026-02-20,Store B - Mall,Carrots,Fresh Produce,2.42,kg,Quality Issues,2.91,
2026-02-20,Store B - Mall,Beef,Meat,2.64,kg,Other,27.34,
2026-02-20,Store B - Mall,Lettuce,Fresh Produce,4.61,kg,Damaged,7.71,
2026-02-20,Store B - Mall,Oranges,Fresh Produce,2.96,kg,Damaged,5.94,
2026-02-20,Store B - Mall,Yogurt,Dairy,3.05,kg,Damaged,4.95,
2026-02-21,Store B - Mall,Cheese,Dairy,4.85,kg,Expired,24.2,
2026-02-21,Store B - Mall,Butter,Dairy,1.89,kg,Damaged,7.14,
2026-02-21,Store B - Mall,Apples,Fresh Produce,5.98,kg,Expired,15.04,
2026-02-22,Store B - Mall,Muffins,Bakery,8.46,pcs,Expired,30.34,
2026-02-22,Store B - Mall,Butter,Dairy,2.52,kg,Damaged,10.55,
2026-02-22,Store B - Mall,Yogurt,Dairy,5.07,kg,Expired,10.51,
2026-02-22,Store B - Mall,Cheese,Dairy,3.69,kg,Overstock,21.7,
2026-02-22,Store B - Mall,Lettuce,Fresh Produce,6.67,kg,Expired,11.91,
2026-02-22,Store B - Mall,Salmon,Meat,9.77,kg,Damaged,95.06,
2026-02-23,Store B - Mall,Cheese,Dairy,1.28,kg,Expired,6.91,
2026-02-23,Store B - Mall,Oranges,Fresh Produce,1.37,kg,Expired,2.84,
2026-02-23,Store B - Mall,Bananas,Fresh Produce,1.96,kg,Expired,2.29,
2026-02-23,Store B - Mall,Tomatoes,Fresh Produce,5.33,kg,Damaged,14.04,
2026-02-23,Store B - Mall,Carrots,Fresh Produce,1.42,kg,Overstock,2.49,
2026-02-23,Store B - Mall,Beef,Meat,3.16,kg,Quality Issues,32.21,
2026-02-24,Store B - Mall,Beef,Meat,0.5,kg,Customer Return,5.0,
2026-02-24,Store B - Mall,Yogurt,Dairy,3.84,kg,Damaged,6.95,
2026-02-25,Store B - Mall,Salmon,Meat,5.03,kg,Expired,60.31,
2026-02-25,Store B - Mall,Carrots,Fresh Produce,2.82,kg,Customer Return,4.22,
2026-02-25,Store B - Mall,Beef,Meat,2.42,kg,Overstock,25.29,
2026-02-25,Store B - Mall,Bread,Bakery,8.68,pcs,Damaged,19.7,
2026-02-25,Store B - Mall,Apples,Fresh Produce,0.92,kg,Other,2.53,
2026-02-25,Store B - Mall,Yogurt,Dairy,5.72,kg,Expired,11.6,
2026-02-26,Store B - Mall,Butter,Dairy,2.14,kg,Expired,6.31,
2026-02-26,Store B - Mall,Milk,Dairy,3.13,kg,Damaged,5.34,
2026-02-26,Store B - Mall,Bananas,Fresh Produce,11.99,kg,Overstock,14.58,
2026-02-27,Store B - Mall,Tomatoes,Fresh Produce,3.62,kg,Damaged,9.37,
2026-02-27,Store B - Mall,Salmon,Meat,8.2,kg,Damaged,97.94,
2026-02-27,Store B - Mall,Chicken,Meat,9.69,kg,Expired,60.89,
2026-02-27,Store B - Mall,Muffins,Bakery,8.61,pcs,Expired,24.03,
2026-02-27,Store B - Mall,Apples,Fresh Produce,3.0,kg,Expired,8.77,
2026-02-27,Store B - Mall,Carrots,Fresh Produce,2.57,kg,Other,4.57,
2026-02-28,Store B - Mall,Chicken,Meat,1.61,kg,Damaged,12.89,
2026-02-28,Store B - Mall,Milk,Dairy,11.1,kg,Overstock,17.3,
2026-02-28,Store B - Mall,Oranges,Fresh Produce,2.15,kg,Overstock,4.73,
2026-02-28,Store B - Mall,Tomatoes,Fresh Produce,6.91,kg,Quality Issues,12.58,
2026-02-28,Store B - Mall,Cheese,Dairy,2.34,kg,Staff Error,10.87,
2026-03-01,Store B - Mall,Beef,Meat,5.65,kg,Expired,51.97,
2026-03-01,Store B - Mall,Butter,Dairy,2.61,kg,Overstock,9.29,
2026-03-02,Store B - Mall,Milk,Dairy,11.71,kg,Damaged,18.34,
2026-03-02,Store B - Mall,Muffins,Bakery,8.39,pcs,Quality Issues,26.77,
2026-03-02,Store B - Mall,Bananas,Fresh Produce,2.7,kg,Staff Error,3.45,
2026-03-02,Store B - Mall,Cheese,Dairy,5.28,kg,Damaged,26.13,
2026-03-02,Store B - Mall,Oranges,Fresh Produce,4.29,kg,Quality Issues,7.13,
2026-03-03,Store B - Mall,Cheese,Dairy,0.56,kg,Expired,2.76,
2026-03-03,Store B - Mall,Butter,Dairy,0.82,kg,Expired,2.92,
2026-03-03,Store B - Mall,Carrots,Fresh Produce,2.02,kg,Damaged,2.87,
2026-03-04,Store B - Mall,Bananas,Fresh Produce,10.22,kg,Quality Issues,11.12,
2026-03-04,Store B - Mall,Carrots,Fresh Produce,2.04,kg,Overstock,2.99,
2026-03-04,Store B - Mall,Yogurt,Dairy,4.76,kg,Expired,9.46,
2026-03-04,Store B - Mall,Bread,Bakery,11.9,pcs,Expired,28.63,
2026-03-05,Store B - Mall,Butter,Dairy,1.68,kg,Other,4.8,
2026-03-05,Store B - Mall,Bread,Bakery,8.02,pcs,Overstock,20.85,
2026-03-05,Store B - Mall,Lettuce,Fresh Produce,10.94,kg,Overstock,17.69,
2026-03-05,Store B - Mall,Carrots,Fresh Produce,0.45,kg,Expired,0.78,
2026-03-05,Store B - Mall,Bananas,Fresh Produce,4.13,kg,Customer Return,4.2,
2026-03-05,Store B - Mall,Milk,Dairy,11.83,kg,Quality Issues,15.02,
2026-03-06,Store B - Mall,Muffins,Bakery,4.25,pcs,Quality Issues,14.83,
2026-03-06,Store B - Mall,Bananas,Fresh Produce,9.56,kg,Customer Return,11.75,
2026-03-06,Store B - Mall,Salmon,Meat,9.69,kg,Expired,129.55,
2026-03-07,Store B - Mall,Bread,Bakery,11.92,pcs,Damaged,34.97,
2026-03-07,Store B - Mall,Lettuce,Fresh Produce,6.85,kg,Expired,11.49,
2026-03-08,Store B - Mall,Beef,Meat,4.24,kg,Overstock,49.01,
2026-03-08,Store B - Mall,Butter,Dairy,2.32,kg,Expired,7.65,
2026-03-09,Store B - Mall,Butter,Dairy,2.99,kg,Staff Error,11.5,
2026-03-09,Store B - Mall,Lettuce,Fresh Produce,3.61,kg,Other,6.84,
2026-03-09,Store B - Mall,Chicken,Meat,11.64,kg,Expired,75.9,
2026-03-09,Store B - Mall,Muffins,Bakery,8.61,pcs,Customer Return,22.48,
2026-03-09,Store B - Mall,Milk,Dairy,4.83,kg,Overstock,8.69,
2026-03-10,Store B - Mall,Bread,Bakery,6.82,pcs,Expired,20.7,
2026-03-10,Store B - Mall,Yogurt,Dairy,3.81,kg,Damaged,6.93,
2026-03-10,Store B - Mall,Chicken,Meat,9.73,kg,Quality Issues,69.01,
2026-03-10,Store B - Mall,Salmon,Meat,11.24,kg,Damaged,113.71,
2026-03-11,Store B - Mall,Chicken,Meat,9.04,kg,Quality Issues,69.14,
2026-03-11,Store B - Mall,Lettuce,Fresh Produce,10.88,kg,Staff Error,19.17,
2026-03-11,Store B - Mall,Oranges,Fresh Produce,0.99,kg,Expired,2.1,
2026-03-12,Store B - Mall,Milk,Dairy,3.16,kg,Expired,4.51,
2026-03-12,Store B - Mall,Salmon,Meat,10.16,kg,Overstock,128.99,
2026-03-12,Store B - Mall,Muffins,Bakery,8.56,pcs,Damaged,20.95,
2026-03-12,Store B - Mall,Bread,Bakery,3.61,pcs,Expired,8.35,
2026-03-13,Store B - Mall,Milk,Dairy,3.62,kg,Expired,4.94,
2026-03-13,Store B - Mall,Salmon,Meat,11.96,kg,Expired,126.94,
2026-03-13,Store B - Mall,Bananas,Fresh Produce,6.7,kg,Expired,8.23,
2026-03-13,Store B - Mall,Butter,Dairy,1.32,kg,Customer Return,5.41,
2026-03-13,Store B - Mall,Bread,Bakery,8.99,pcs,Expired,24.91,
2026-03-13,Store B - Mall,Tomatoes,Fresh Produce,4.71,kg,Quality Issues,8.41,
2026-03-14,Store B - Mall,Chicken,Meat,6.55,kg,Expired,46.47,
2026-03-14,Store B - Mall,Bread,Bakery,8.58,pcs,Overstock,21.56,
2026-03-15,Store B - Mall,Lettuce,Fresh Produce,8.0,kg,Overstock,11.61,
2026-03-15,Store B - Mall,Chicken,Meat,7.1,kg,Damaged,44.64,
2026-03-15,Store B - Mall,Carrots,Fresh Produce,2.29,kg,Expired,2.82,
2026-03-15,Store B - Mall,Salmon,Meat,9.93,kg,Customer Return,106.8,
2026-03-15,Store B - Mall,Apples,Fresh Produce,4.28,kg,Expired,11.65,
2026-03-16,Store B - Mall,Yogurt,Dairy,2.66,kg,Damaged,6.05,
2026-03-16,Store B - Mall,Butter,Dairy,0.31,kg,Expired,1.05,
2026-03-17,Store B - Mall,Muffins,Bakery,8.12,pcs,Customer Return,23.78,
2026-03-17,Store B - Mall,Chicken,Meat,7.32,kg,Damaged,46.52,
2026-03-17,Store B - Mall,Beef,Meat,4.86,kg,Customer Return,54.65,
2026-03-17,Store B - Mall,Apples,Fresh Produce,5.71,kg,Damaged,15.14,
2026-03-18,Store B - Mall,Bananas,Fresh Produce,11.47,kg,Quality Issues,15.84,
2026-03-18,Store B - Mall,Salmon,Meat,7.24,kg,Damaged,95.82,
2026-03-18,Store B - Mall,Carrots,Fresh Produce,0.49,kg,Expired,0.88,
2026-03-18,Store B - Mall,Beef,Meat,5.54,kg,Staff Error,45.7,
2026-03-18,Store B - Mall,Bread,Bakery,4.33,pcs,Customer Return,10.13,
2026-03-18,Store B - Mall,Oranges,Fresh Produce,2.98,kg,Expired,6.87,
2026-03-19,Store B - Mall,Milk,Dairy,2.68,kg,Quality Issues,4.21,
2026-03-19,Store B - Mall,Lettuce,Fresh Produce,7.81,kg,Damaged,12.9,
2026-03-19,Store B - Mall,Yogurt,Dairy,0.86,kg,Staff Error,1.66,
2026-03-20,Store B - Mall,Carrots,Fresh Produce,1.56,kg,Quality Issues,2.81,
2026-03-20,Store B - Mall,Beef,Meat,4.59,kg,Customer Return,45.95,
2026-03-20,Store B - Mall,Muffins,Bakery,5.42,pcs,Overstock,17.88,
2026-03-20,Store B - Mall,Milk,Dairy,3.89,kg,Damaged,4.93,
2026-03-20,Store B - Mall,Chicken,Meat,3.77,kg,Customer Return,24.26,
2026-03-20,Store B - Mall,Butter,Dairy,2.47,kg,Damaged,9.21,
2026-03-21,Store B - Mall,Bread,Bakery,9.66,pcs,Quality Issues,29.65,
2026-03-21,Store B - Mall,Salmon,Meat,3.93,kg,Expired,55.5,
2026-03-21,Store B - Mall,Carrots,Fresh Produce,1.75,kg,Quality Issues,2.73,
2026-03-21,Store B - Mall,Butter,Dairy,2.79,kg,Customer Return,8.83,
2026-03-21,Store B - Mall,Chicken,Meat,10.79,kg,Expired,79.01,
2026-03-21,Store B - Mall,Milk,Dairy,10.44,kg,Expired,14.35,
2026-03-22,Store B - Mall,Butter,Dairy,1.68,kg,Damaged,6.47,
2026-03-22,Store B - Mall,Bananas,Fresh Produce,7.33,kg,Quality Issues,9.65,
2026-03-22,Store B - Mall,Oranges,Fresh Produce,5.92,kg,Quality Issues,9.79,
2026-03-22,Store B - Mall,Beef,Meat,4.79,kg,Overstock,40.04,
2026-03-23,Store B - Mall,Lettuce,Fresh Produce,7.2,kg,Damaged,14.91,
2026-03-23,Store B - Mall,Cheese,Dairy,1.43,kg,Quality Issues,7.95,
2026-03-23,Store B - Mall,Oranges,Fresh Produce,2.96,kg,Damaged,5.1,
2026-03-23,Store B - Mall,Chicken,Meat,3.55,kg,Damaged,23.69,
2026-03-24,Store B - Mall,Bread,Bakery,5.26,pcs,Customer Return,13.42,
2026-03-24,Store B - Mall,Oranges,Fresh Produce,4.46,kg,Expired,10.46,
2026-03-24,Store B - Mall,Milk,Dairy,6.22,kg,Damaged,9.59,
2026-03-25,Store B - Mall,Bread,Bakery,10.85,pcs,Expired,34.66,
2026-03-25,Store B - Mall,Oranges,Fresh Produce,5.01,kg,Expired,8.59,
2026-03-25,Store B - Mall,Beef,Meat,2.43,kg,Expired,26.81,
2026-03-25,Store B - Mall,Salmon,Meat,6.79,kg,Damaged,88.81,
2026-03-25,Store B - Mall,Apples,Fresh Produce,2.11,kg,Customer Return,5.6,
2026-03-25,Store B - Mall,Tomatoes,Fresh Produce,5.14,kg,Damaged,10.22,
2026-03-26,Store B - Mall,Cheese,Dairy,4.51,kg,Overstock,18.87,
2026-03-26,Store B - Mall,Carrots,Fresh Produce,2.87,kg,Damaged,4.98,
2026-03-26,Store B - Mall,Oranges,Fresh Produce,4.11,kg,Expired,7.95,
2026-03-26,Store B - Mall,Bread,Bakery,3.56,pcs,Expired,10.83,
2026-03-26,Store B - Mall,Butter,Dairy,0.28,kg,Staff Error,0.96,
2026-03-27,Store B - Mall,Oranges,Fresh Produce,0.97,kg,Overstock,1.82,
2026-03-27,Store B - Mall,Yogurt,Dairy,3.93,kg,Overstock,6.97,
2026-03-28,Store B - Mall,Carrots,Fresh Produce,1.69,kg,Damaged,2.98,
2026-03-28,Store B - Mall,Tomatoes,Fresh Produce,10.36,kg,Quality Issues,22.92,
2026-03-28,Store B - Mall,Salmon,Meat,6.0,kg,Expired,81.26,
2026-03-28,Store B - Mall,Milk,Dairy,6.02,kg,Expired,9.42,
2026-03-28,Store B - Mall,Oranges,Fresh Produce,4.65,kg,Damaged,8.0,
2026-03-28,Store B - Mall,Butter,Dairy,2.78,kg,Expired,11.56,
2026-03-29,Store B - Mall,Yogurt,Dairy,5.53,kg,Damaged,12.39,
2026-03-29,Store B - Mall,Salmon,Meat,2.44,kg,Expired,27.59,
2026-03-30,Store B - Mall,Salmon,Meat,3.94,kg,Damaged,41.07,
2026-03-30,Store B - Mall,Apples,Fresh Produce,1.95,kg,Staff Error,5.85,
2026-03-30,Store B - Mall,Chicken,Meat,4.05,kg,Expired,28.96,
2026-03-30,Store B - Mall,Beef,Meat,2.95,kg,Expired,25.34,
2026-03-30,Store B - Mall,Yogurt,Dairy,2.84,kg,Expired,6.46,
2026-03-31,Store B - Mall,Beef,Meat,0.77,kg,Staff Error,6.59,
2026-03-31,Store B - Mall,Lettuce,Fresh Produce,10.03,kg,Expired,20.33,
2026-03-31,Store B - Mall,Yogurt,Dairy,3.71,kg,Expired,8.23,
2026-03-31,Store B - Mall,Chicken,Meat,2.57,kg,Damaged,17.98,
2026-03-31,Store B - Mall,Muffins,Bakery,9.47,pcs,Customer Return,28.0,
2026-03-31,Store B - Mall,Butter,Dairy,2.32,kg,Customer Return,8.73,
2026-04-01,Store B - Mall,Chicken,Meat,6.31,kg,Expired,53.14,
2026-04-01,Store B - Mall,Yogurt,Dairy,3.85,kg,Overstock,6.5,
2026-04-01,Store B - Mall,Milk,Dairy,1.52,kg,Quality Issues,2.32,
2026-04-02,Store B - Mall,Bananas,Fresh Produce,8.86,kg,Expired,11.46,
2026-04-02,Store B - Mall,Chicken,Meat,3.73,kg,Expired,22.73,
2026-04-02,Store B - Mall,Butter,Dairy,1.96,kg,Quality Issues,6.12,
2026-04-02,Store B - Mall,Carrots,Fresh Produce,2.42,kg,Quality Issues,3.5,
2026-04-03,Store B - Mall,Tomatoes,Fresh Produce,10.09,kg,Expired,22.32,
2026-04-03,Store B - Mall,Milk,Dairy,4.3,kg,Expired,5.99,
2026-04-03,Store B - Mall,Yogurt,Dairy,1.2,kg,Expired,2.23,
2026-04-03,Store B - Mall,Apples,Fresh Produce,2.75,kg,Damaged,6.93,
2026-04-04,Store B - Mall,Bananas,Fresh Produce,7.65,kg,Expired,8.72,
2026-04-04,Store B - Mall,Yogurt,Dairy,3.51,kg,Quality Issues,8.36,
2026-04-04,Store B - Mall,Milk,Dairy,6.68,kg,Expired,11.19,
2026-04-04,Store B - Mall,Muffins,Bakery,3.83,pcs,Damaged,13.08,
2026-04-04,Store B - Mall,Chicken,Meat,5.74,kg,Overstock,36.5,
2026-04-05,Store B - Mall,Salmon,Meat,5.43,kg,Expired,57.26,
2026-04-05,Store B - Mall,Butter,Dairy,1.58,kg,Damaged,6.19,
2026-04-05,Store B - Mall,Apples,Fresh Produce,2.21,kg,Staff Error,5.05,
2026-04-05,Store B - Mall,Cheese,Dairy,2.32,kg,Staff Error,13.18,
2026-04-05,Store B - Mall,Lettuce,Fresh Produce,4.83,kg,Damaged,9.88,
2026-04-06,Store B - Mall,Muffins,Bakery,7.43,pcs,Damaged,26.41,
2026-04-06,Store B - Mall,Carrots,Fresh Produce,0.53,kg,Quality Issues,0.68,
2026-04-06,Store B - Mall,Bananas,Fresh Produce,9.19,kg,Damaged,9.99,
2026-04-06,Store B - Mall,Milk,Dairy,7.21,kg,Customer Return,10.69,
2026-04-07,Store B - Mall,Apples,Fresh Produce,4.23,kg,Damaged,9.49,
2026-04-07,Store B - Mall,Muffins,Bakery,9.02,pcs,Expired,22.45,
2026-04-07,Store B - Mall,Cheese,Dairy,2.75,kg,Damaged,16.31,
2026-04-08,Store B - Mall,Lettuce,Fresh Produce,4.92,kg,Customer Return,10.2,
2026-04-08,Store B - Mall,Butter,Dairy,2.62,kg,Expired,10.45,
2026-04-08,Store B - Mall,Salmon,Meat,9.07,kg,Expired,108.41,
2026-04-08,Store B - Mall,Beef,Meat,4.02,kg,Staff Error,44.7,
2026-04-08,Store B - Mall,Yogurt,Dairy,2.86,kg,Overstock,5.0,
2026-04-09,Store B - Mall,Cheese,Dairy,3.84,kg,Quality Issues,19.28,
2026-04-09,Store B - Mall,Salmon,Meat,5.49,kg,Quality Issues,55.17,
2026-04-10,Store B - Mall,Butter,Dairy,1.59,kg,Quality Issues,5.08,
2026-04-10,Store B - Mall,Beef,Meat,5.17,kg,Expired,59.54,
2026-04-10,Store B - Mall,Salmon,Meat,7.18,kg,Quality Issues,85.92,
2026-04-10,Store B - Mall,Apples,Fresh Produce,3.85,kg,Staff Error,9.31,
2026-04-10,Store B - Mall,Oranges,Fresh Produce,1.71,kg,Expired,3.54,
2026-04-11,Store B - Mall,Butter,Dairy,0.52,kg,Expired,1.57,
2026-04-11,Store B - Mall,Apples,Fresh Produce,4.94,kg,Overstock,13.03,
2026-04-11,Store B - Mall,Bread,Bakery,8.23,pcs,Customer Return,21.51,
2026-04-11,Store B - Mall,Lettuce,Fresh Produce,4.88,kg,Damaged,10.5,
2026-04-11,Store B - Mall,Chicken,Meat,7.33,kg,Damaged,61.78,
2026-04-11,Store B - Mall,Yogurt,Dairy,1.48,kg,Damaged,3.13,
2026-04-12,Store B - Mall,Apples,Fresh Produce,5.48,kg,Overstock,14.32,
2026-04-12,Store B - Mall,Salmon,Meat,4.2,kg,Expired,47.86,
2026-04-12,Store B - Mall,Lettuce,Fresh Produce,4.18,kg,Quality Issues,8.19,
2026-04-13,Store B - Mall,Carrots,Fresh Produce,1.27,kg,Expired,1.58,
2026-04-13,Store B - Mall,Salmon,Meat,4.78,kg,Customer Return,47.19,
2026-04-13,Store B - Mall,Milk,Dairy,7.44,kg,Overstock,11.3,
2026-04-13,Store B - Mall,Beef,Meat,3.28,kg,Expired,26.86,
2026-04-13,Store B - Mall,Lettuce,Fresh Produce,6.87,kg,Staff Error,11.91,
2026-04-13,Store B - Mall,Butter,Dairy,1.52,kg,Other,5.91,
2026-04-14,Store B - Mall,Butter,Dairy,2.41,kg,Damaged,9.96,
2026-04-14,Store B - Mall,Lettuce,Fresh Produce,11.87,kg,Overstock,18.99,
2026-04-14,Store B - Mall,Beef,Meat,4.76,kg,Expired,49.07,
2026-04-14,Store B - Mall,Yogurt,Dairy,0.98,kg,Quality Issues,2.32,
2026-04-14,Store B - Mall,Muffins,Bakery,2.49,pcs,Quality Issues,8.55,
2026-04-15,Store B - Mall,Beef,Meat,2.66,kg,Quality Issues,26.53,
2026-04-15,Store B - Mall,Bananas,Fresh Produce,2.94,kg,Expired,3.48,
2026-04-16,Store B - Mall,Apples,Fresh Produce,0.64,kg,Quality Issues,1.75,
2026-04-16,Store B - Mall,Bananas,Fresh Produce,10.59,kg,Expired,13.23,
2026-04-17,Store B - Mall,Bread,Bakery,6.72,pcs,Staff Error,21.33,
2026-04-17,Store B - Mall,Bananas,Fresh Produce,9.1,kg,Other,11.77,
2026-04-17,Store B - Mall,Yogurt,Dairy,1.01,kg,Expired,2.28,
2026-04-17,Store B - Mall,Beef,Meat,2.48,kg,Staff Error,21.01,
