Date,Store,Product,Category,Actual_Sales,Predicted_Sales,Unit_Price
2026-04-14,Store A - Downtown,Bread,Bakery,87,87,2.71
2026-04-14,Store A - Downtown,Oranges,Fresh Produce,157,152,2.12
2026-04-14,Store A - Downtown,Carrots,Fresh Produce,183,186,1.5
2026-04-14,Store A - Downtown,Salmon,Meat,117,117,12.97
2026-04-14,Store A - Downtown,Butter,Dairy,178,185,3.75
2026-04-14,Store A - Downtown,Muffins,Bakery,72,75,2.88
2026-04-15,Store A - Downtown,Apples,Fresh Produce,65,63,2.47
2026-04-15,Store A - Downtown,Bananas,Fresh Produce,139,136,1.28
2026-04-15,Store A - Downtown,Lettuce,Fresh Produce,109,102,1.9
2026-04-15,Store A - Downtown,Tomatoes,Fresh Produce,87,85,2.3
2026-04-15,Store A - Downtown,Milk,Dairy,106,104,1.5
2026-04-15,Store A - Downtown,Cheese,Dairy,175,169,5.3
2026-04-15,Store A - Downtown,Yogurt,Dairy,62,58,1.82
2026-04-15,Store A - Downtown,Chicken,Meat,101,106,8.07
2026-04-15,Store A - Downtown,Beef,Meat,87,84,9.26
2026-04-15,Store A - Downtown,Bread,Bakery,169,162,3.04
2026-04-15,Store A - Downtown,Oranges,Fresh Produce,134,129,1.88
2026-04-15,Store A - Downtown,Carrots,Fresh Produce,46,47,1.45
2026-04-15,Store A - Downtown,Salmon,Meat,125,126,12.47
2026-04-15,Store A - Downtown,Butter,Dairy,122,116,3.37
2026-04-15,Store A - Downtown,Muffins,Bakery,87,84,2.97
2026-04-16,Store A - Downtown,Apples,Fresh Produce,186,190,2.53
2026-04-16,Store A - Downtown,Bananas,Fresh Produce,154,157,1.13
2026-04-16,Store A - Downtown,Lettuce,Fresh Produce,147,156,1.84
2026-04-16,Store A - Downtown,Tomatoes,Fresh Produce,151,141,2.34
2026-04-16,Store A - Downtown,Milk,Dairy,95,99,1.51
2026-04-16,Store A - Downtown,Cheese,Dairy,117,122,4.68
2026-04-16,Store A - Downtown,Yogurt,Dairy,75,77,1.94
2026-04-16,Store A - Downtown,Chicken,Meat,75,78,7.2
2026-04-16,Store A - Downtown,Beef,Meat,92,89,9.41
2026-04-16,Store A - Downtown,Bread,Bakery,132,125,2.75
2026-04-16,Store A - Downtown,Oranges,Fresh Produce,98,91,1.89
2026-04-16,Store A - Downtown,Carrots,Fresh Produce,181,185,1.42
2026-04-16,Store A - Downtown,Salmon,Meat,161,154,11.11
2026-04-16,Store A - Downtown,Butter,Dairy,175,171,3.58
2026-04-16,Store A - Downtown,Muffins,Bakery,92,90,3.17
2026-04-17,Store A - Downtown,Apples,Fresh Produce,145,146,2.39
2026-04-17,Store A - Downtown,Bananas,Fresh Produce,146,150,1.12
2026-04-17,Store A - Downtown,Lettuce,Fresh Produce,178,170,1.65
2026-04-17,Store A - Downtown,Tomatoes,Fresh Produce,101,107,2.25
2026-04-17,Store A - Downtown,Milk,Dairy,86,87,1.38
2026-04-17,Store A - Downtown,Cheese,Dairy,101,104,4.92
2026-04-17,Store A - Downtown,Yogurt,Dairy,78,72,1.97
2026-04-17,Store A - Downtown,Chicken,Meat,97,93,7.61
2026-04-17,Store A - Downtown,Beef,Meat,159,151,9.66
2026-04-17,Store A - Downtown,Bread,Bakery,144,142,2.93
2026-04-17,Store A - Downtown,Oranges,Fresh Produce,152,162,2.1
2026-04-17,Store A - Downtown,Carrots,Fresh Produce,176,184,1.57
2026-04-17,Store A - Downtown,Salmon,Meat,115,114,12.33
2026-04-17,Store A - Downtown,Butter,Dairy,155,162,3.45
2026-04-17,Store A - Downtown,Muffins,Bakery,154,163,2.85
2026-04-18,Store A - Downtown,Apples,Fresh Produce,209,216,2.72
2026-04-18,Store A - Downtown,Bananas,Fresh Produce,102,103,1.12
2026-04-18,Store A - Downtown,Lettuce,Fresh Produce,238,229,1.88
2026-04-18,Store A - Downtown,Tomatoes,Fresh Produce,219,210,2.06
2026-04-18,Store A - Downtown,Milk,Dairy,213,213,1.38
2026-04-18,Store A - Downtown,Cheese,Dairy,79,83,4.81
2026-04-18,Store A - Downtown,Yogurt,Dairy,169,159,2.0
2026-04-18,Store A - Downtown,Chicken,Meat,201,200,7.27
2026-04-18,Store A - Downtown,Beef,Meat,132,127,10.86
2026-04-18,Store A - Downtown,Bread,Bakery,116,113,2.57
2026-04-18,Store A - Downtown,Oranges,Fresh Produce,86,80,2.12
2026-04-18,Store A - Downtown,Carrots,Fresh Produce,194,198,1.54
2026-04-18,Store A - Downtown,Salmon,Meat,165,175,12.43
2026-04-18,Store A - Downtown,Butter,Dairy,187,186,3.64
2026-04-18,Store A - Downtown,Muffins,Bakery,179,185,3.28
2026-04-19,Store A - Downtown,Apples,Fresh Produce,194,205,2.36
2026-04-19,Store A - Downtown,Bananas,Fresh Produce,81,85,1.31
2026-04-19,Store A - Downtown,Lettuce,Fresh Produce,150,154,1.7
2026-04-19,Store A - Downtown,Tomatoes,Fresh Produce,84,78,2.05
2026-04-19,Store A - Downtown,Milk,Dairy,87,88,1.58
2026-04-19,Store A - Downtown,Cheese,Dairy,159,153,4.52
2026-04-19,Store A - Downtown,Yogurt,Dairy,108,103,1.81
2026-04-19,Store A - Downtown,Chicken,Meat,93,95,7.69
2026-04-19,Store A - Downtown,Beef,Meat,183,184,9.28
2026-04-19,Store A - Downtown,Bread,Bakery,228,214,2.76
2026-04-19,Store A - Downtown,Oranges,Fresh Produce,118,114,2.07
2026-04-19,Store A - Downtown,Carrots,Fresh Produce,144,149,1.54
2026-04-19,Store A - Downtown,Salmon,Meat,75,77,12.11
2026-04-19,Store A - Downtown,Butter,Dairy,148,144,3.8
2026-04-19,Store A - Downtown,Muffins,Bakery,173,175,2.95
2026-04-20,Store A - Downtown,Apples,Fresh Produce,141,136,2.47
2026-04-20,Store A - Downtown,Bananas,Fresh Produce,138,143,1.15
2026-04-20,Store A - Downtown,Lettuce,Fresh Produce,157,160,1.85
2026-04-20,Store A - Downtown,Tomatoes,Fresh Produce,72,72,2.3
2026-04-20,Store A - Downtown,Milk,Dairy,146,140,1.43
2026-04-20,Store A - Downtown,Cheese,Dairy,121,118,4.89
2026-04-20,Store A - Downtown,Yogurt,Dairy,117,112,2.12
2026-04-20,Store A - Downtown,Chicken,Meat,79,74,7.45
2026-04-20,Store A - Downtown,Beef,Meat,102,104,9.69
2026-04-20,Store A - Downtown,Bread,Bakery,83,83,2.66
2026-04-20,Store A - Downtown,Oranges,Fresh Produce,192,191,1.95
2026-04-20,Store A - Downtown,Carrots,Fresh Produce,157,148,1.65
2026-04-20,Store A - Downtown,Salmon,Meat,82,76,13.09
2026-04-20,Store A - Downtown,Butter,Dairy,74,76,3.79
2026-04-20,Store A - Downtown,Muffins,Bakery,60,59,3.28
2026-04-21,Store A - Downtown,Apples,Fresh Produce,100,104,2.71
2026-04-21,Store A - Downtown,Bananas,Fresh Produce,58,55,1.24
2026-04-21,Store A - Downtown,Lettuce,Fresh Produce,127,134,1.84
2026-04-21,Store A - Downtown,Tomatoes,Fresh Produce,125,123,2.04
2026-04-21,Store A - Downtown,Milk,Dairy,124,129,1.56
2026-04-21,Store A - Downtown,Cheese,Dairy,85,83,5.17
2026-04-21,Store A - Downtown,Yogurt,Dairy,77,77,2.13
2026-04-21,Store A - Downtown,Chicken,Meat,175,174,8.05
2026-04-21,Store A - Downtown,Beef,Meat,95,92,10.04
2026-04-21,Store A - Downtown,Bread,Bakery,113,115,2.76
2026-04-21,Store A - Downtown,Oranges,Fresh Produce,138,135,2.17
2026-04-21,Store A - Downtown,Carrots,Fresh Produce,82,82,1.51
2026-04-21,Store A - Downtown,Salmon,Meat,150,158,12.08
2026-04-21,Store A - Downtown,Butter,Dairy,180,180,3.18
2026-04-21,Store A - Downtown,Muffins,Bakery,136,133,3.09
2026-04-22,Store A - Downtown,Apples,Fresh Produce,132,124,2.29
2026-04-22,Store A - Downtown,Bananas,Fresh Produce,182,184,1.12
2026-04-22,Store A - Downtown,Lettuce,Fresh Produce,94,90,1.65
2026-04-22,Store A - Downtown,Tomatoes,Fresh Produce,179,177,2.4
2026-04-22,Store A - Downtown,Milk,Dairy,210,216,1.37
2026-04-22,Store A - Downtown,Cheese,Dairy,73,77,4.61
2026-04-22,Store A - Downtown,Yogurt,Dairy,144,140,1.85
2026-04-22,Store A - Downtown,Chicken,Meat,73,71,6.89
2026-04-22,Store A - Downtown,Beef,Meat,162,154,9.86
2026-04-22,Store A - Downtown,Bread,Bakery,76,72,2.81
2026-04-22,Store A - Downtown,Oranges,Fresh Produce,74,69,1.88
2026-04-22,Store A - Downtown,Carrots,Fresh Produce,177,176,1.55
2026-04-22,Store A - Downtown,Salmon,Meat,60,59,12.19
2026-04-22,Store A - Downtown,Butter,Dairy,86,80,3.3
2026-04-22,Store A - Downtown,Muffins,Bakery,93,99,3.3
2026-04-23,Store A - Downtown,Apples,Fresh Produce,194,182,2.41
2026-04-23,Store A - Downtown,Bananas,Fresh Produce,198,184,1.1
2026-04-23,Store A - Downtown,Lettuce,Fresh Produce,184,175,1.88
2026-04-23,Store A - Downtown,Tomatoes,Fresh Produce,126,132,2.09
2026-04-23,Store A - Downtown,Milk,Dairy,99,98,1.4
2026-04-23,Store A - Downtown,Cheese,Dairy,131,133,4.76
2026-04-23,Store A - Downtown,Yogurt,Dairy,236,220,2.03
2026-04-23,Store A - Downtown,Chicken,Meat,89,85,7.43
2026-04-23,Store A - Downtown,Beef,Meat,221,212,9.39
2026-04-23,Store A - Downtown,Bread,Bakery,70,73,2.97
2026-04-23,Store A - Downtown,Oranges,Fresh Produce,104,106,1.99
2026-04-23,Store A - Downtown,Carrots,Fresh Produce,227,227,1.46
2026-04-23,Store A - Downtown,Salmon,Meat,182,172,11.74
2026-04-23,Store A - Downtown,Butter,Dairy,153,160,3.42
2026-04-23,Store A - Downtown,Muffins,Bakery,67,69,2.78
2026-04-24,Store A - Downtown,Apples,Fresh Produce,213,212,2.38
2026-04-24,Store A - Downtown,Bananas,Fresh Produce,159,156,1.25
2026-04-24,Store A - Downtown,Lettuce,Fresh Produce,112,114,1.82
2026-04-24,Store A - Downtown,Tomatoes,Fresh Produce,152,159,2.11
2026-04-24,Store A - Downtown,Milk,Dairy,148,145,1.59
2026-04-24,Store A - Downtown,Cheese,Dairy,146,139,5.09
2026-04-24,Store A - Downtown,Yogurt,Dairy,196,203,1.91
2026-04-24,Store A - Downtown,Chicken,Meat,197,188,7.34
2026-04-24,Store A - Downtown,Beef,Meat,179,176,9.35
2026-04-24,Store A - Downtown,Bread,Bakery,76,77,2.84
2026-04-24,Store A - Downtown,Oranges,Fresh Produce,61,60,1.95
2026-04-24,Store A - Downtown,Carrots,Fresh Produce,122,118,1.51
2026-04-24,Store A - Downtown,Salmon,Meat,117,117,12.28
2026-04-24,Store A - Downtown,Butter,Dairy,80,75,3.69
2026-04-24,Store A - Downtown,Muffins,Bakery,80,76,2.83
2026-04-25,Store A - Downtown,Apples,Fresh Produce,125,127,2.59
2026-04-25,Store A - Downtown,Bananas,Fresh Produce,161,156,1.24
2026-04-25,Store A - Downtown,Lettuce,Fresh Produce,161,170,1.65
2026-04-25,Store A - Downtown,Tomatoes,Fresh Produce,204,210,2.38
2026-04-25,Store A - Downtown,Milk,Dairy,172,179,1.58
2026-04-25,Store A - Downtown,Cheese,Dairy,186,192,4.77
2026-04-25,Store A - Downtown,Yogurt,Dairy,280,272,1.99
2026-04-25,Store A - Downtown,Chicken,Meat,222,231,8.08
2026-04-25,Store A - Downtown,Beef,Meat,183,174,10.04
2026-04-25,Store A - Downtown,Bread,Bakery,158,164,3.03
2026-04-25,Store A - Downtown,Oranges,Fresh Produce,216,213,2.0
2026-04-25,Store A - Downtown,Carrots,Fresh Produce,231,215,1.5
2026-04-25,Store A - Downtown,Salmon,Meat,100,104,11.74
2026-04-25,Store A - Downtown,Butter,Dairy,257,240,3.42
2026-04-25,Store A - Downtown,Muffins,Bakery,175,163,3.11
2026-04-26,Store A - Downtown,Apples,Fresh Produce,179,176,2.37
2026-04-26,Store A - Downtown,Bananas,Fresh Produce,183,182,1.22
2026-04-26,Store A - Downtown,Lettuce,Fresh Produce,171,180,1.65
2026-04-26,Store A - Downtown,Tomatoes,Fresh Produce,208,208,2.1
2026-04-26,Store A - Downtown,Milk,Dairy,193,190,1.54
2026-04-26,Store A - Downtown,Cheese,Dairy,79,77,5.04
2026-04-26,Store A - Downtown,Yogurt,Dairy,132,140,2.08
2026-04-26,Store A - Downtown,Chicken,Meat,139,144,7.58
2026-04-26,Store A - Downtown,Beef,Meat,298,318,10.31
2026-04-26,Store A - Downtown,Bread,Bakery,235,222,2.91
2026-04-26,Store A - Downtown,Oranges,Fresh Produce,268,283,2.12
2026-04-26,Store A - Downtown,Carrots,Fresh Produce,200,187,1.5
2026-04-26,Store A - Downtown,Salmon,Meat,94,96,12.13
2026-04-26,Store A - Downtown,Butter,Dairy,198,198,3.23
2026-04-26,Store A - Downtown,Muffins,Bakery,281,268,2.76
2026-04-27,Store A - Downtown,Apples,Fresh Produce,197,186,2.56
2026-04-27,Store A - Downtown,Bananas,Fresh Produce,108,111,1.13
2026-04-27,Store A - Downtown,Lettuce,Fresh Produce,181,173,1.87
2026-04-27,Store A - Downtown,Tomatoes,Fresh Produce,75,74,2.03
2026-04-27,Store A - Downtown,Milk,Dairy,149,152,1.37
2026-04-27,Store A - Downtown,Cheese,Dairy,182,186,4.68
2026-04-27,Store A - Downtown,Yogurt,Dairy,114,108,1.89
2026-04-27,Store A - Downtown,Chicken,Meat,76,77,7.01
2026-04-27,Store A - Downtown,Beef,Meat,218,232,9.07
2026-04-27,Store A - Downtown,Bread,Bakery,170,176,2.56
2026-04-27,Store A - Downtown,Oranges,Fresh Produce,157,165,2.01
2026-04-27,Store A - Downtown,Carrots,Fresh Produce,100,103,1.6
2026-04-27,Store A - Downtown,Salmon,Meat,90,92,11.43
2026-04-27,Store A - Downtown,Butter,Dairy,160,149,3.29
2026-04-27,Store A - Downtown,Muffins,Bakery,163,155,2.81
2026-04-28,Store A - Downtown,Apples,Fresh Produce,208,218,2.29
2026-04-28,Store A - Downtown,Bananas,Fresh Produce,212,225,1.15
2026-04-28,Store A - Downtown,Lettuce,Fresh Produce,82,86,1.72
2026-04-28,Store A - Downtown,Tomatoes,Fresh Produce,164,164,2.17
2026-04-28,Store A - Downtown,Milk,Dairy,224,233,1.58
2026-04-28,Store A - Downtown,Cheese,Dairy,154,160,5.36
2026-04-28,Store A - Downtown,Yogurt,Dairy,223,208,1.96
2026-04-28,Store A - Downtown,Chicken,Meat,217,223,6.76
2026-04-28,Store A - Downtown,Beef,Meat,208,211,9.26
2026-04-28,Store A - Downtown,Bread,Bakery,69,72,2.64
2026-04-28,Store A - Downtown,Oranges,Fresh Produce,249,252,1.83
2026-04-28,Store A - Downtown,Carrots,Fresh Produce,100,101,1.59
2026-04-28,Store A - Downtown,Salmon,Meat,77,76,12.21
2026-04-28,Store A - Downtown,Butter,Dairy,250,249,3.65
2026-04-28,Store A - Downtown,Muffins,Bakery,179,175,2.71
2026-04-29,Store A - Downtown,Apples,Fresh Produce,105,102,2.72
2026-04-29,Store A - Downtown,Bananas,Fresh Produce,93,93,1.27
2026-04-29,Store A - Downtown,Lettuce,Fresh Produce,117,108,1.84
2026-04-29,Store A - Downtown,Tomatoes,Fresh Produce,124,128,2.36
2026-04-29,Store A - Downtown,Milk,Dairy,215,216,1.54
2026-04-29,Store A - Downtown,Cheese,Dairy,122,116,5.05
2026-04-29,Store A - Downtown,Yogurt,Dairy,132,138,2.17
2026-04-29,Store A - Downtown,Chicken,Meat,70,74,6.85
2026-04-29,Store A - Downtown,Beef,Meat,238,223,9.04
2026-04-29,Store A - Downtown,Bread,Bakery,134,134,2.97
2026-04-29,Store A - Downtown,Oranges,Fresh Produce,204,205,1.89
2026-04-29,Store A - Downtown,Carrots,Fresh Produce,95,100,1.58
2026-04-29,Store A - Downtown,Salmon,Meat,148,154,11.24
2026-04-29,Store A - Downtown,Butter,Dairy,197,201,3.19
2026-04-29,Store A - Downtown,Muffins,Bakery,161,171,2.89
2026-04-30,Store A - Downtown,Apples,Fresh Produce,223,230,2.37
2026-04-30,Store A - Downtown,Bananas,Fresh Produce,207,220,1.26
2026-04-30,Store A - Downtown,Lettuce,Fresh Produce,148,147,1.83
2026-04-30,Store A - Downtown,Tomatoes,Fresh Produce,142,137,2.03
2026-04-30,Store A - Downtown,Milk,Dairy,94,89,1.53
2026-04-30,Store A - Downtown,Cheese,Dairy,111,106,5.4
2026-04-30,Store A - Downtown,Yogurt,Dairy,86,86,1.93
2026-04-30,Store A - Downtown,Chicken,Meat,119,124,8.12
2026-04-30,Store A - Downtown,Beef,Meat,102,97,10.44
2026-04-30,Store A - Downtown,Bread,Bakery,87,90,2.81
2026-04-30,Store A - Downtown,Oranges,Fresh Produce,176,172,1.98
2026-04-30,Store A - Downtown,Carrots,Fresh Produce,186,177,1.58
2026-04-30,Store A - Downtown,Salmon,Meat,108,111,10.85
2026-04-30,Store A - Downtown,Butter,Dairy,171,173,3.79
2026-04-30,Store A - Downtown,Muffins,Bakery,113,118,2.8
2026-05-01,Store A - Downtown,Apples,Fresh Produce,137,141,2.33
2026-05-01,Store A - Downtown,Bananas,Fresh Produce,125,129,1.21
2026-05-01,Store A - Downtown,Lettuce,Fresh Produce,203,203,1.73
2026-05-01,Store A - Downtown,Tomatoes,Fresh Produce,65,66,2.08
2026-05-01,Store A - Downtown,Milk,Dairy,126,120,1.39
2026-05-01,Store A - Downtown,Cheese,Dairy,160,149,4.81
2026-05-01,Store A - Downtown,Yogurt,Dairy,224,219,2.03
2026-05-01,Store A - Downtown,Chicken,Meat,229,239,7.1
2026-05-01,Store A - Downtown,Beef,Meat,115,107,9.63
2026-05-01,Store A - Downtown,Bread,Bakery,130,137,2.58
2026-05-01,Store A - Downtown,Oranges,Fresh Produce,219,218,2.02
2026-05-01,Store A - Downtown,Carrots,Fresh Produce,130,136,1.64
2026-05-01,Store A - Downtown,Salmon,Meat,180,180,11.6
2026-05-01,Store A - Downtown,Butter,Dairy,166,167,3.18
2026-05-01,Store A - Downtown,Muffins,Bakery,187,184,2.9
2026-05-02,Store A - Downtown,Apples,Fresh Produce,291,277,2.33
2026-05-02,Store A - Downtown,Bananas,Fresh Produce,220,235,1.14
2026-05-02,Store A - Downtown,Lettuce,Fresh Produce,132,127,1.85
2026-05-02,Store A - Downtown,Tomatoes,Fresh Produce,100,102,2.22
2026-05-02,Store A - Downtown,Milk,Dairy,88,92,1.64
2026-05-02,Store A - Downtown,Cheese,Dairy,186,193,4.74
2026-05-02,Store A - Downtown,Yogurt,Dairy,198,191,2.11
2026-05-02,Store A - Downtown,Chicken,Meat,116,116,7.54
2026-05-02,Store A - Downtown,Beef,Meat,118,126,9.21
2026-05-02,Store A - Downtown,Bread,Bakery,82,81,2.8
2026-05-02,Store A - Downtown,Oranges,Fresh Produce,156,161,1.81
2026-05-02,Store A - Downtown,Carrots,Fresh Produce,236,234,1.39
2026-05-02,Store A - Downtown,Salmon,Meat,178,175,11.25
2026-05-02,Store A - Downtown,Butter,Dairy,160,161,3.51
2026-05-02,Store A - Downtown,Muffins,Bakery,269,254,2.77
2026-05-03,Store A - Downtown,Apples,Fresh Produce,129,125,2.63
2026-05-03,Store A - Downtown,Bananas,Fresh Produce,139,130,1.18
2026-05-03,Store A - Downtown,Lettuce,Fresh Produce,309,319,1.82
2026-05-03,Store A - Downtown,Tomatoes,Fresh Produce,260,266,2.08
2026-05-03,Store A - Downtown,Milk,Dairy,313,304,1.55
2026-05-03,Store A - Downtown,Cheese,Dairy,200,200,4.59
2026-05-03,Store A - Downtown,Yogurt,Dairy,96,91,1.95
2026-05-03,Store A - Downtown,Chicken,Meat,200,186,8.23
2026-05-03,Store A - Downtown,Beef,Meat,220,213,10.96
2026-05-03,Store A - Downtown,Bread,Bakery,177,182,2.68
2026-05-03,Store A - Downtown,Oranges,Fresh Produce,134,124,2.07
2026-05-03,Store A - Downtown,Carrots,Fresh Produce,93,96,1.58
2026-05-03,Store A - Downtown,Salmon,Meat,170,174,13.18
2026-05-03,Store A - Downtown,Butter,Dairy,222,214,3.72
2026-05-03,Store A - Downtown,Muffins,Bakery,107,110,2.72
2026-05-04,Store A - Downtown,Apples,Fresh Produce,94,94,2.4
2026-05-04,Store A - Downtown,Bananas,Fresh Produce,73,71,1.28
2026-05-04,Store A - Downtown,Lettuce,Fresh Produce,195,203,1.65
2026-05-04,Store A - Downtown,Tomatoes,Fresh Produce,183,187,2.33
2026-05-04,Store A - Downtown,Milk,Dairy,158,168,1.55
2026-05-04,Store A - Downtown,Cheese,Dairy,156,165,5.14
2026-05-04,Store A - Downtown,Yogurt,Dairy,210,202,2.0
2026-05-04,Store A - Downtown,Chicken,Meat,211,202,8.22
2026-05-04,Store A - Downtown,Beef,Meat,183,174,9.66
2026-05-04,Store A - Downtown,Bread,Bakery,70,74,3.07
2026-05-04,Store A - Downtown,Oranges,Fresh Produce,135,138,1.93
2026-05-04,Store A - Downtown,Carrots,Fresh Produce,205,193,1.64
2026-05-04,Store A - Downtown,Salmon,Meat,225,218,12.42
2026-05-04,Store A - Downtown,Butter,Dairy,178,172,3.25
2026-05-04,Store A - Downtown,Muffins,Bakery,144,142,3.01
2026-05-05,Store A - Downtown,Apples,Fresh Produce,121,123,2.7
2026-05-05,Store A - Downtown,Bananas,Fresh Produce,89,90,1.28
2026-05-05,Store A - Downtown,Lettuce,Fresh Produce,189,182,1.72
2026-05-05,Store A - Downtown,Tomatoes,Fresh Produce,116,113,2.1
2026-05-05,Store A - Downtown,Milk,Dairy,159,155,1.56
2026-05-05,Store A - Downtown,Cheese,Dairy,155,148,4.7
2026-05-05,Store A - Downtown,Yogurt,Dairy,83,77,1.91
2026-05-05,Store A - Downtown,Chicken,Meat,72,76,7.07
2026-05-05,Store A - Downtown,Beef,Meat,184,192,10.61
2026-05-05,Store A - Downtown,Bread,Bakery,104,98,2.75
2026-05-05,Store A - Downtown,Oranges,Fresh Produce,210,198,2.03
2026-05-05,Store A - Downtown,Carrots,Fresh Produce,188,192,1.62
2026-05-05,Store A - Downtown,Salmon,Meat,116,117,11.78
2026-05-05,Store A - Downtown,Butter,Dairy,148,144,3.76
2026-05-05,Store A - Downtown,Muffins,Bakery,162,157,2.72
2026-05-06,Store A - Downtown,Apples,Fresh Produce,100,102,2.32
2026-05-06,Store A - Downtown,Bananas,Fresh Produce,61,57,1.29
2026-05-06,Store A - Downtown,Lettuce,Fresh Produce,89,83,1.89
2026-05-06,Store A - Downtown,Tomatoes,Fresh Produce,129,126,2.11
2026-05-06,Store A - Downtown,Milk,Dairy,176,184,1.57
2026-05-06,Store A - Downtown,Cheese,Dairy,59,60,5.35
2026-05-06,Store A - Downtown,Yogurt,Dairy,134,137,1.96
2026-05-06,Store A - Downtown,Chicken,Meat,88,91,8.22
2026-05-06,Store A - Downtown,Beef,Meat,135,132,9.75
2026-05-06,Store A - Downtown,Bread,Bakery,97,91,2.76
2026-05-06,Store A - Downtown,Oranges,Fresh Produce,77,75,2.12
2026-05-06,Store A - Downtown,Carrots,Fresh Produce,139,146,1.52
2026-05-06,Store A - Downtown,Salmon,Meat,93,90,12.22
2026-05-06,Store A - Downtown,Butter,Dairy,65,64,3.53
2026-05-06,Store A - Downtown,Muffins,Bakery,134,136,2.74
2026-02-06,Store B - Mall,Apples,Fresh Produce,136,131,2.55
2026-02-06,Store B - Mall,Bananas,Fresh Produce,78,75,1.3
2026-02-06,Store B - Mall,Lettuce,Fresh Produce,53,56,1.89
2026-02-06,Store B - Mall,Tomatoes,Fresh Produce,84,78,2.04
2026-02-06,Store B - Mall,Milk,Dairy,70,67,1.58
2026-02-06,Store B - Mall,Cheese,Dairy,107,100,4.54
2026-02-06,Store B - Mall,Yogurt,Dairy,104,109,1.84
2026-02-06,Store B - Mall,Chicken,Meat,85,85,7.3
2026-02-06,Store B - Mall,Beef,Meat,71,71,9.83
2026-02-06,Store B - Mall,Bread,Bakery,108,101,3.04
2026-02-06,Store B - Mall,Oranges,Fresh Produce,79,83,2.0
2026-02-06,Store B - Mall,Carrots,Fresh Produce,97,93,1.55
2026-02-06,Store B - Mall,Salmon,Meat,49,50,12.35
2026-02-06,Store B - Mall,Butter,Dairy,102,94,3.46
2026-02-06,Store B - Mall,Muffins,Bakery,132,130,2.75
2026-02-07,Store B - Mall,Apples,Fresh Produce,50,51,2.4
2026-02-07,Store B - Mall,Bananas,Fresh Produce,154,155,1.31
2026-02-07,Store B - Mall,Lettuce,Fresh Produce,201,195,1.89
2026-02-07,Store B - Mall,Tomatoes,Fresh Produce,104,103,1.99
2026-02-07,Store B - Mall,Milk,Dairy,66,70,1.44
2026-02-07,Store B - Mall,Cheese,Dairy,77,76,5.34
2026-02-07,Store B - Mall,Yogurt,Dairy,82,81,1.88
2026-02-07,Store B - Mall,Chicken,Meat,109,113,7.84
2026-02-07,Store B - Mall,Beef,Meat,57,57,9.87
2026-02-07,Store B - Mall,Bread,Bakery,107,109,2.8
2026-02-07,Store B - Mall,Oranges,Fresh Produce,143,141,1.81
2026-02-07,Store B - Mall,Carrots,Fresh Produce,82,82,1.52
2026-02-07,Store B - Mall,Salmon,Meat,88,85,12.4
2026-02-07,Store B - Mall,Butter,Dairy,100,98,3.28
2026-02-07,Store B - Mall,Muffins,Bakery,143,148,3.25
2026-02-08,Store B - Mall,Apples,Fresh Produce,71,72,2.62
2026-02-08,Store B - Mall,Bananas,Fresh Produce,123,128,1.1
2026-02-08,Store B - Mall,Lettuce,Fresh Produce,94,89,1.94
2026-02-08,Store B - Mall,Tomatoes,Fresh Produce,52,50,2.17
2026-02-08,Store B - Mall,Milk,Dairy,82,77,1.55
2026-02-08,Store B - Mall,Cheese,Dairy,93,96,4.7
2026-02-08,Store B - Mall,Yogurt,Dairy,107,101,1.83
2026-02-08,Store B - Mall,Chicken,Meat,162,161,7.7
2026-02-08,Store B - Mall,Beef,Meat,123,123,10.77
2026-02-08,Store B - Mall,Bread,Bakery,51,52,2.89
2026-02-08,Store B - Mall,Oranges,Fresh Produce,161,155,1.98
2026-02-08,Store B - Mall,Carrots,Fresh Produce,68,67,1.42
2026-02-08,Store B - Mall,Salmon,Meat,121,121,12.13
2026-02-08,Store B - Mall,Butter,Dairy,131,134,3.42
2026-02-08,Store B - Mall,Muffins,Bakery,151,153,3.06
2026-02-09,Store B - Mall,Apples,Fresh Produce,73,76,2.67
2026-02-09,Store B - Mall,Bananas,Fresh Produce,129,127,1.32
2026-02-09,Store B - Mall,Lettuce,Fresh Produce,47,45,1.78
2026-02-09,Store B - Mall,Tomatoes,Fresh Produce,97,96,2.08
2026-02-09,Store B - Mall,Milk,Dairy,66,69,1.59
2026-02-09,Store B - Mall,Cheese,Dairy,106,101,5.38
2026-02-09,Store B - Mall,Yogurt,Dairy,94,94,2.15
2026-02-09,Store B - Mall,Chicken,Meat,95,91,6.93
2026-02-09,Store B - Mall,Beef,Meat,52,51,10.88
2026-02-09,Store B - Mall,Bread,Bakery,137,141,2.89
2026-02-09,Store B - Mall,Oranges,Fresh Produce,79,77,1.96
2026-02-09,Store B - Mall,Carrots,Fresh Produce,100,105,1.49
2026-02-09,Store B - Mall,Salmon,Meat,54,51,11.96
2026-02-09,Store B - Mall,Butter,Dairy,68,70,3.59
2026-02-09,Store B - Mall,Muffins,Bakery,119,114,3.08
2026-02-10,Store B - Mall,Apples,Fresh Produce,99,102,2.57
2026-02-10,Store B - Mall,Bananas,Fresh Produce,50,52,1.09
2026-02-10,Store B - Mall,Lettuce,Fresh Produce,70,70,1.91
2026-02-10,Store B - Mall,Tomatoes,Fresh Produce,99,102,2.27
2026-02-10,Store B - Mall,Milk,Dairy,96,99,1.42
